RNA Tumor Sample Barcode,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,pValue,Correlation,RMSE,Absolute score (sig.score),aDC,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ memory T-cells,CD4+ naive T-cells,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD8+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,cDC,Chondrocytes,Class-switched memory B-cells,CLP,CMP,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,Hepatocytes,HSC,iDC,Keratinocytes,ly Endothelial cells,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,MEP,Mesangial cells,Monocytes,MPP,MSC,mv Endothelial cells,Myocytes,naive B-cells,Neurons,Neutrophils,NK cells,NKT,Osteoblast,pDC,Pericytes,Plasma cells,Platelets,Preadipocytes,pro B-cells,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,ImmuneScore,StromaScore,MicroenvironmentScore
CRC.SW.U1062.T,0.015164 ,0.000000 ,0.168981 ,0.037922 ,0.000000 ,0.090754 ,0.017651 ,0.046459 ,0.000000 ,0.000000 ,0.028068 ,0.000000 ,0.000000 ,0.104822 ,0.016823 ,0.070358 ,0.000000 ,0.000000 ,0.000000 ,0.043961 ,0.007539 ,0.006476 ,0.003000 ,0.410709 ,0.911993 ,0.654979 ,0.682881 ,0.041142 ,0.734124 ,0.592031 ,0.000000 ,0.302570 ,0.000000 ,0.059249 ,0.000000 ,0.000000 ,0.125241 ,0.449592 ,0.455616 ,0.149769 ,0.069569 ,0.364448 ,0.233434 ,0.184538 ,0.000000 ,0.106285 ,0.350510 ,0.225574 ,0.100394 ,0.000000 ,1.018514 ,0.000000 ,0.003615 ,0.710342 ,0.957406 ,0.037910 ,0.330913 ,0.201276 ,0.243524 ,0.125172 ,0.028235 ,0.032952 ,0.124010 ,0.177945 ,0.122594 ,0.383761 ,0.067026 ,0.000000 ,0.092781 ,0.161716 ,0.015125 ,0.070748 ,0.043732 ,0.030415 ,0.000000 ,0.537190 ,0.151045 ,0.530077 ,1.046380 ,0.358268 ,0.013567 ,0.000000 ,0.015237 ,0.148888 ,0.052582 ,1.113366 ,0.000000 ,1.083063 ,0.980158 ,0.000000 ,1.173122 ,0.705083 ,1.878205 
CRC.SW.U1065.T,0.023799 ,0.000000 ,0.083896 ,0.016635 ,0.000000 ,0.137110 ,0.000000 ,0.009330 ,0.007379 ,0.000000 ,0.027355 ,0.000000 ,0.000000 ,0.095425 ,0.021512 ,0.075640 ,0.000000 ,0.001549 ,0.000000 ,0.088657 ,0.000000 ,0.061979 ,0.017000 ,0.240608 ,0.987585 ,0.650266 ,0.000000 ,0.000457 ,0.379449 ,0.132111 ,0.088224 ,0.193764 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.175262 ,0.175481 ,0.356953 ,0.000000 ,0.430528 ,0.140777 ,0.000000 ,0.680033 ,0.000000 ,0.104640 ,0.635069 ,0.000000 ,0.128614 ,0.000000 ,0.666216 ,0.000000 ,0.019574 ,0.816445 ,0.489967 ,0.036716 ,0.665355 ,0.243316 ,0.059137 ,0.124814 ,0.070143 ,0.081516 ,0.031036 ,0.000000 ,0.000000 ,0.246769 ,0.691920 ,0.000000 ,0.628083 ,0.256780 ,0.062003 ,0.000000 ,0.032466 ,0.482311 ,0.070987 ,0.150138 ,0.059578 ,0.195559 ,0.000000 ,0.135823 ,0.078559 ,0.644285 ,0.091997 ,0.045092 ,0.062447 ,1.696070 ,0.000000 ,0.000000 ,0.863883 ,0.000000 ,1.313940 ,0.650871 ,1.964811 
CRC.SW.U1067.T,0.070658 ,0.000000 ,0.096593 ,0.015668 ,0.000000 ,0.129379 ,0.003543 ,0.022607 ,0.009994 ,0.000000 ,0.026604 ,0.000000 ,0.002095 ,0.051246 ,0.024438 ,0.043841 ,0.000000 ,0.009355 ,0.000000 ,0.023053 ,0.000000 ,0.010064 ,0.003000 ,0.417359 ,0.908466 ,0.539138 ,0.280897 ,0.323218 ,0.228159 ,1.078549 ,0.000000 ,0.398596 ,0.000000 ,0.036193 ,0.000000 ,0.000000 ,0.335384 ,0.131203 ,0.000000 ,0.000000 ,0.252020 ,0.279476 ,0.132920 ,1.206165 ,0.000000 ,0.149709 ,0.135318 ,0.023424 ,0.014530 ,0.064040 ,0.461228 ,0.040015 ,0.010221 ,1.284666 ,1.858741 ,0.023122 ,0.139164 ,0.076335 ,0.036024 ,0.058170 ,0.114097 ,0.026960 ,0.081854 ,0.326497 ,0.419472 ,0.131411 ,0.000000 ,0.000000 ,0.417634 ,0.000000 ,0.148317 ,0.210455 ,0.127598 ,0.134040 ,0.000000 ,0.383273 ,0.099233 ,0.014954 ,0.102774 ,0.209098 ,0.007955 ,0.376338 ,0.338228 ,0.043870 ,0.092402 ,1.524169 ,0.000000 ,1.055110 ,1.033684 ,0.098415 ,1.162366 ,0.459882 ,1.622248 
CRC.SW.U1069.T,0.048362 ,0.000000 ,0.148133 ,0.096568 ,0.000000 ,0.238172 ,0.072442 ,0.016147 ,0.003577 ,0.000000 ,0.062517 ,0.000000 ,0.000000 ,0.170124 ,0.083495 ,0.104152 ,0.000000 ,0.000807 ,0.000000 ,0.111461 ,0.000000 ,0.059424 ,0.015000 ,0.255647 ,0.979159 ,1.215382 ,0.779598 ,0.105434 ,0.351147 ,1.262806 ,0.118679 ,0.607575 ,0.284406 ,0.243546 ,0.006072 ,0.047325 ,0.002337 ,0.198061 ,0.892419 ,0.117426 ,0.945683 ,0.250411 ,0.464234 ,0.386547 ,0.000000 ,0.341148 ,0.554718 ,0.188836 ,0.140747 ,0.000000 ,0.775234 ,0.000000 ,0.017105 ,0.779548 ,2.252920 ,0.036569 ,0.642148 ,0.267507 ,0.174660 ,0.211624 ,0.117288 ,0.130922 ,0.023680 ,0.155540 ,0.000000 ,0.366059 ,0.786849 ,0.000000 ,0.000000 ,0.210913 ,0.005015 ,0.185888 ,0.003486 ,0.551505 ,0.283582 ,0.281702 ,0.154711 ,0.567102 ,0.521707 ,0.426196 ,0.020050 ,0.238256 ,0.004340 ,0.080730 ,0.011258 ,1.058982 ,0.000000 ,0.774707 ,0.806071 ,0.454661 ,2.827418 ,0.717693 ,3.545111 
CRC.SW.U1071.T,0.047347 ,0.020171 ,0.191501 ,0.086998 ,0.000000 ,0.291108 ,0.010169 ,0.000000 ,0.003258 ,0.000000 ,0.046905 ,0.000000 ,0.006699 ,0.073891 ,0.026171 ,0.095346 ,0.000000 ,0.012943 ,0.023271 ,0.042924 ,0.004418 ,0.038669 ,0.005000 ,0.369147 ,0.930897 ,1.021789 ,0.000000 ,0.111298 ,0.426622 ,1.775565 ,0.565894 ,0.360290 ,0.075677 ,0.043867 ,0.183214 ,0.000000 ,0.274171 ,0.562931 ,0.606811 ,0.000000 ,1.342808 ,0.188291 ,0.524420 ,0.133439 ,0.119607 ,0.368951 ,0.509162 ,0.589062 ,0.149799 ,0.000238 ,0.612092 ,0.000000 ,0.017326 ,0.560399 ,3.319619 ,0.042885 ,0.505197 ,0.028111 ,0.000000 ,0.021849 ,0.275479 ,0.055409 ,0.063094 ,0.468384 ,0.208805 ,0.375521 ,0.331958 ,0.000000 ,0.214681 ,0.226287 ,0.052824 ,0.273840 ,0.050398 ,0.165036 ,0.000000 ,0.257265 ,0.241162 ,0.322228 ,0.554006 ,0.561273 ,0.106284 ,0.659676 ,0.373052 ,0.051177 ,0.071750 ,0.481370 ,0.000000 ,0.334137 ,1.097735 ,0.094479 ,2.760640 ,0.616276 ,3.376916 
CRC.SW.U1073.T,0.000000 ,0.000000 ,0.128383 ,0.033704 ,0.000000 ,0.152483 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.017782 ,0.000000 ,0.002335 ,0.016931 ,0.005015 ,0.051051 ,0.000000 ,0.000000 ,0.023259 ,0.007131 ,0.000000 ,0.000000 ,0.002000 ,0.418857 ,0.909783 ,0.438073 ,0.000000 ,0.000000 ,0.000000 ,0.578209 ,0.244338 ,0.197391 ,0.040976 ,0.032084 ,0.234182 ,0.160272 ,0.241503 ,0.698654 ,0.281534 ,0.000000 ,0.669718 ,0.000000 ,0.370263 ,0.489162 ,0.000000 ,0.055665 ,0.050150 ,0.225960 ,0.318342 ,0.009255 ,0.000000 ,0.000000 ,0.000000 ,0.258475 ,0.342152 ,0.078675 ,0.009329 ,0.000000 ,0.000000 ,0.013424 ,0.190675 ,0.007504 ,0.022169 ,0.069205 ,0.044379 ,0.088025 ,0.000000 ,0.000000 ,0.085489 ,0.000000 ,0.061659 ,0.033019 ,0.008705 ,0.000000 ,0.000000 ,0.000000 ,0.011631 ,0.144530 ,0.000000 ,0.305235 ,0.060566 ,0.000000 ,0.173490 ,0.043518 ,0.020458 ,1.496359 ,0.000000 ,0.334702 ,0.173057 ,0.000000 ,1.187498 ,0.025075 ,1.212573 
CRC.SW.U1074.T,0.009032 ,0.000000 ,0.070419 ,0.041446 ,0.000000 ,0.173625 ,0.014169 ,0.013318 ,0.011418 ,0.000000 ,0.000000 ,0.016865 ,0.002477 ,0.046787 ,0.022265 ,0.118154 ,0.008681 ,0.007836 ,0.018466 ,0.016993 ,0.024190 ,0.008117 ,0.020000 ,0.218033 ,0.993079 ,0.624256 ,0.654844 ,0.051020 ,0.444864 ,0.065715 ,0.126892 ,0.445867 ,0.162285 ,0.162252 ,0.000000 ,0.352935 ,0.130755 ,0.493925 ,0.738822 ,0.017600 ,1.252432 ,0.075368 ,0.065578 ,0.385142 ,0.029702 ,0.288146 ,0.245292 ,0.244843 ,0.102013 ,0.025101 ,0.243991 ,0.178991 ,0.000000 ,0.671559 ,1.898935 ,0.014950 ,0.173914 ,0.360260 ,0.283680 ,0.188101 ,0.283782 ,0.014707 ,0.047821 ,0.000000 ,0.175083 ,0.148305 ,0.164858 ,0.000000 ,0.071295 ,0.100979 ,0.000000 ,0.000000 ,0.008324 ,0.108300 ,0.000000 ,0.371130 ,0.069468 ,0.395803 ,0.430223 ,0.054958 ,0.000000 ,0.000000 ,0.000000 ,0.041671 ,0.000000 ,1.253358 ,0.000000 ,1.086302 ,0.274316 ,0.184598 ,1.448054 ,0.270152 ,1.718206 
CRC.SW.U1075.T,0.020435 ,0.010623 ,0.145145 ,0.044666 ,0.000000 ,0.216120 ,0.059199 ,0.017187 ,0.003672 ,0.000000 ,0.000000 ,0.070217 ,0.000000 ,0.089665 ,0.063174 ,0.124965 ,0.012447 ,0.019302 ,0.051316 ,0.000000 ,0.000921 ,0.035107 ,0.012000 ,0.289016 ,0.963356 ,0.984161 ,0.313002 ,0.000000 ,0.530207 ,1.666201 ,0.446494 ,0.549703 ,0.027221 ,0.195232 ,0.000000 ,0.000000 ,0.177722 ,0.516956 ,0.627202 ,0.163116 ,1.467347 ,0.000000 ,0.496063 ,0.721556 ,0.000000 ,0.370837 ,0.011685 ,0.180525 ,0.023186 ,0.036753 ,0.462325 ,0.083465 ,0.011042 ,0.002741 ,2.259169 ,0.008616 ,0.011697 ,0.142127 ,0.091383 ,0.016806 ,0.260299 ,0.033513 ,0.000000 ,0.438686 ,0.165489 ,0.312977 ,0.206828 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.238484 ,0.001225 ,0.312375 ,0.135725 ,0.443244 ,0.019698 ,0.574200 ,0.158244 ,0.259572 ,0.111534 ,0.152021 ,0.238339 ,0.041733 ,0.000000 ,1.364491 ,0.000000 ,0.883516 ,1.439324 ,0.168336 ,2.658071 ,0.237005 ,2.895076 
CRC.SW.U1078.T,0.016001 ,0.000000 ,0.011747 ,0.013413 ,0.000000 ,0.152885 ,0.000000 ,0.003452 ,0.000000 ,0.000000 ,0.038953 ,0.000000 ,0.000000 ,0.190286 ,0.003545 ,0.043935 ,0.000000 ,0.036234 ,0.000000 ,0.182138 ,0.000000 ,0.097677 ,0.020000 ,0.224858 ,1.014097 ,0.790266 ,0.420969 ,0.000000 ,0.433557 ,0.000000 ,0.000000 ,0.031040 ,0.022173 ,0.021351 ,0.000000 ,0.000000 ,0.084854 ,0.027910 ,0.056159 ,0.000000 ,0.875102 ,0.207278 ,0.042852 ,0.863014 ,0.000000 ,0.246876 ,0.984979 ,0.000000 ,0.080020 ,0.000000 ,0.341759 ,0.000000 ,0.000000 ,0.337581 ,2.195830 ,0.042110 ,0.886467 ,0.237177 ,0.255978 ,0.035865 ,0.069401 ,0.067298 ,0.035272 ,0.000000 ,0.110532 ,0.161075 ,0.782906 ,0.000000 ,0.000000 ,0.505346 ,0.000000 ,0.000000 ,0.001112 ,0.487322 ,0.096028 ,0.676660 ,0.007121 ,0.103201 ,0.491728 ,0.000000 ,0.030221 ,0.076864 ,0.000000 ,0.083525 ,0.000000 ,1.226154 ,0.000000 ,1.071482 ,1.345198 ,0.000000 ,1.312646 ,0.663369 ,1.976015 
CRC.SW.U1086.T,0.000000 ,0.000000 ,0.197559 ,0.000000 ,0.000000 ,0.208092 ,0.020780 ,0.000000 ,0.006691 ,0.000000 ,0.028275 ,0.000000 ,0.000000 ,0.071372 ,0.009642 ,0.117427 ,0.018399 ,0.022539 ,0.013905 ,0.038533 ,0.002613 ,0.022580 ,0.003000 ,0.411118 ,0.911297 ,0.778408 ,0.682187 ,0.125284 ,0.341183 ,0.917356 ,0.868089 ,0.503202 ,0.000000 ,0.144274 ,0.000000 ,0.435471 ,0.211687 ,0.078033 ,0.000000 ,0.000000 ,1.742586 ,0.064297 ,0.284136 ,0.365700 ,0.050988 ,0.416474 ,0.100672 ,0.433484 ,0.162711 ,0.037851 ,0.546482 ,0.012192 ,0.038269 ,0.033815 ,2.443307 ,0.019899 ,0.089506 ,0.103225 ,0.017120 ,0.073073 ,0.206953 ,0.081039 ,0.092509 ,0.230110 ,0.251515 ,0.348619 ,0.152645 ,0.000000 ,0.236036 ,0.000937 ,0.074476 ,0.182451 ,0.023600 ,0.103327 ,0.000000 ,0.400400 ,0.000000 ,0.845415 ,0.458243 ,0.382013 ,0.039660 ,0.000000 ,0.096036 ,0.071203 ,0.063093 ,0.985861 ,0.000000 ,0.000000 ,1.709702 ,0.297445 ,1.703847 ,0.386219 ,2.090066 
CRC.SW.U1088.T,0.034128 ,0.000000 ,0.204842 ,0.049704 ,0.000000 ,0.170816 ,0.021483 ,0.027206 ,0.000000 ,0.000000 ,0.032040 ,0.001152 ,0.000450 ,0.113811 ,0.043101 ,0.104616 ,0.003910 ,0.000000 ,0.000000 ,0.005345 ,0.000000 ,0.012915 ,0.003000 ,0.413431 ,0.910707 ,0.825517 ,0.624314 ,0.030086 ,0.419125 ,1.396753 ,0.823271 ,0.125136 ,0.000000 ,0.000000 ,0.066202 ,0.000000 ,0.121723 ,0.594424 ,0.622344 ,0.000000 ,0.020470 ,0.169031 ,0.372350 ,0.087692 ,0.000000 ,0.036575 ,0.352532 ,0.126954 ,0.219455 ,0.000000 ,0.928725 ,0.000000 ,0.012008 ,0.157170 ,0.617091 ,0.068143 ,0.354142 ,0.211561 ,0.148794 ,0.141595 ,0.136700 ,0.041395 ,0.027195 ,0.393317 ,0.000000 ,0.407351 ,0.079726 ,0.000000 ,0.000000 ,0.112686 ,0.003217 ,0.225205 ,0.053803 ,0.000000 ,0.033737 ,0.169143 ,0.000000 ,0.310827 ,0.766315 ,0.320993 ,0.098071 ,0.387945 ,0.277911 ,0.103291 ,0.026152 ,1.160142 ,0.000000 ,1.452899 ,0.395618 ,0.223572 ,1.744287 ,0.655671 ,2.399958 
CRC.SW.U1094.T,0.025670 ,0.000000 ,0.024208 ,0.004938 ,0.000000 ,0.208826 ,0.010271 ,0.004483 ,0.011313 ,0.000000 ,0.041954 ,0.000000 ,0.000000 ,0.143704 ,0.012771 ,0.136640 ,0.000000 ,0.077120 ,0.026116 ,0.007396 ,0.010760 ,0.054302 ,0.080000 ,0.116622 ,1.037767 ,0.800472 ,0.554029 ,0.000000 ,0.746044 ,0.000000 ,0.000000 ,0.354579 ,0.061638 ,0.198360 ,0.000000 ,0.000000 ,0.000000 ,0.058751 ,0.059667 ,0.000000 ,1.039725 ,0.608322 ,0.085795 ,0.211485 ,0.000000 ,0.196818 ,1.038156 ,0.023264 ,0.058488 ,0.000000 ,1.368153 ,0.000000 ,0.000000 ,1.459799 ,1.727870 ,0.034332 ,0.964324 ,0.186718 ,0.072674 ,0.220547 ,0.007642 ,0.147599 ,0.031300 ,0.000000 ,0.000000 ,0.441862 ,0.619783 ,0.000000 ,0.000000 ,0.412643 ,0.000000 ,0.000000 ,0.017973 ,0.176663 ,0.000000 ,0.782972 ,0.198804 ,0.000000 ,0.642669 ,0.000000 ,0.000000 ,0.410318 ,0.000000 ,0.056983 ,0.000000 ,1.541573 ,0.000000 ,0.076714 ,0.723728 ,0.514143 ,0.978666 ,1.203155 ,2.181821 
CRC.SW.U1095.T,0.000000 ,0.018066 ,0.022027 ,0.031932 ,0.000000 ,0.134558 ,0.000000 ,0.019389 ,0.000310 ,0.000000 ,0.016597 ,0.000000 ,0.013608 ,0.060005 ,0.000857 ,0.008007 ,0.000046 ,0.014844 ,0.000000 ,0.082312 ,0.000000 ,0.000000 ,0.065000 ,0.131161 ,1.046658 ,0.422560 ,0.443465 ,0.030742 ,0.000000 ,0.058975 ,0.361101 ,0.358858 ,0.129380 ,0.179791 ,0.000000 ,0.039194 ,0.149735 ,0.015378 ,0.000000 ,0.000000 ,0.669347 ,0.000000 ,0.216740 ,0.816164 ,0.000000 ,0.099511 ,0.533065 ,0.000000 ,0.106362 ,0.002623 ,0.137498 ,0.000000 ,0.030683 ,0.220887 ,0.084797 ,0.001541 ,0.506152 ,0.132900 ,0.068818 ,0.073490 ,0.000000 ,0.015217 ,0.026482 ,0.020152 ,0.095875 ,0.000000 ,0.066220 ,0.000000 ,0.000000 ,0.217188 ,0.020426 ,0.000000 ,0.001543 ,0.047565 ,0.000000 ,1.323565 ,0.298034 ,0.308775 ,0.245429 ,0.056332 ,0.000000 ,0.385127 ,0.000000 ,0.029562 ,0.040430 ,0.963975 ,0.000000 ,0.656053 ,0.693093 ,0.481014 ,0.400227 ,0.350653 ,0.750879 
CRC.SW.U1097.T,0.038018 ,0.000000 ,0.116865 ,0.007947 ,0.000000 ,0.133541 ,0.000000 ,0.009128 ,0.000000 ,0.000000 ,0.016512 ,0.000000 ,0.003706 ,0.060934 ,0.011732 ,0.055834 ,0.011856 ,0.001178 ,0.000000 ,0.038670 ,0.012458 ,0.012533 ,0.003000 ,0.415217 ,0.909348 ,0.530914 ,0.000000 ,0.000000 ,0.626117 ,0.000000 ,0.050414 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.050325 ,0.000000 ,0.000000 ,0.000000 ,0.235933 ,0.471466 ,0.000000 ,0.482227 ,0.000000 ,0.015155 ,0.929543 ,0.075585 ,0.070251 ,0.020347 ,0.941194 ,0.131753 ,0.016099 ,1.999173 ,1.094912 ,0.016967 ,0.845239 ,0.242549 ,0.122980 ,0.242780 ,0.051895 ,0.029332 ,0.058459 ,0.000000 ,0.071973 ,0.297904 ,0.094657 ,0.000000 ,0.616977 ,0.349610 ,0.048228 ,0.000000 ,0.049297 ,0.036646 ,0.000000 ,0.583871 ,0.001506 ,0.187372 ,0.364706 ,0.062630 ,0.000000 ,0.002460 ,0.000000 ,0.074004 ,0.036661 ,1.661221 ,0.000000 ,0.310541 ,0.258950 ,0.000000 ,0.344325 ,0.935368 ,1.279693 
CRC.SW.U1099.N,0.025821 ,0.000000 ,0.192902 ,0.022013 ,0.000000 ,0.069017 ,0.000000 ,0.004466 ,0.016362 ,0.000000 ,0.000000 ,0.017151 ,0.000000 ,0.002878 ,0.000000 ,0.073187 ,0.000399 ,0.004378 ,0.052576 ,0.000000 ,0.001384 ,0.000000 ,0.000000 ,0.556654 ,0.830983 ,0.482535 ,0.149724 ,0.167054 ,0.000000 ,0.178767 ,0.609037 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.008027 ,0.000000 ,0.000000 ,0.000000 ,0.569949 ,0.000000 ,0.173870 ,0.178099 ,0.145264 ,0.096996 ,0.095109 ,0.696520 ,0.565033 ,0.035528 ,0.022632 ,0.000000 ,0.051744 ,0.291208 ,2.169026 ,0.104384 ,0.084065 ,0.125560 ,0.143573 ,0.119056 ,0.273565 ,0.047258 ,0.059882 ,0.126277 ,0.313852 ,0.441401 ,0.000000 ,0.000000 ,0.689928 ,0.117671 ,0.032828 ,0.000000 ,0.029733 ,0.000000 ,0.000000 ,1.034185 ,0.000000 ,0.497237 ,0.155295 ,0.437731 ,0.000000 ,0.000000 ,0.101780 ,0.077548 ,0.172234 ,0.237062 ,0.000000 ,0.880858 ,0.188240 ,0.000000 ,0.914272 ,0.142398 ,1.056670 
CRC.SW.U1099.T,0.020933 ,0.000000 ,0.074768 ,0.008498 ,0.000000 ,0.158337 ,0.000000 ,0.034927 ,0.013155 ,0.000000 ,0.014825 ,0.018366 ,0.000000 ,0.088817 ,0.025789 ,0.048762 ,0.000000 ,0.000000 ,0.000000 ,0.046581 ,0.000000 ,0.010497 ,0.017000 ,0.239128 ,0.989650 ,0.564254 ,0.000000 ,0.000000 ,0.002255 ,0.167614 ,0.640762 ,0.281645 ,0.000000 ,0.056373 ,0.000000 ,0.000000 ,0.168872 ,0.215532 ,0.193209 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.416074 ,0.000000 ,0.004036 ,0.049113 ,0.000000 ,0.071859 ,0.000000 ,0.000000 ,0.000000 ,0.017299 ,0.194732 ,0.516548 ,0.008481 ,0.059442 ,0.002705 ,0.004416 ,0.000115 ,0.064898 ,0.046620 ,0.020682 ,0.000000 ,0.022813 ,0.121639 ,0.000000 ,0.000000 ,0.000000 ,0.020757 ,0.062737 ,0.000000 ,0.038619 ,0.000000 ,0.099612 ,0.000000 ,0.177914 ,0.128125 ,0.055340 ,0.143306 ,0.123113 ,0.125330 ,0.255970 ,0.030567 ,0.074387 ,1.413029 ,0.000000 ,1.697545 ,1.056234 ,0.000000 ,0.407179 ,0.024556 ,0.431736 
CRC.SW.U1102.T,0.000000 ,0.000614 ,0.036132 ,0.052692 ,0.000000 ,0.169627 ,0.057981 ,0.000132 ,0.000000 ,0.000000 ,0.065246 ,0.000000 ,0.004222 ,0.076189 ,0.028774 ,0.054009 ,0.000752 ,0.000000 ,0.000000 ,0.045075 ,0.000000 ,0.000000 ,0.089000 ,0.110629 ,1.048799 ,0.591445 ,0.690655 ,0.109587 ,0.000000 ,0.064151 ,0.888732 ,0.689012 ,0.000000 ,0.121541 ,0.000000 ,0.000000 ,0.197752 ,0.415868 ,0.614628 ,0.140102 ,0.289538 ,0.042886 ,0.178758 ,0.543689 ,0.000000 ,0.151558 ,0.089014 ,0.000000 ,0.291576 ,0.028978 ,0.000000 ,0.000000 ,0.016071 ,0.143232 ,1.422498 ,0.003725 ,0.071906 ,0.280793 ,0.235286 ,0.020920 ,0.022287 ,0.113787 ,0.000000 ,0.000000 ,0.042963 ,0.154166 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.034645 ,0.000000 ,0.004626 ,0.051108 ,0.160866 ,0.704344 ,0.000000 ,0.274705 ,0.159590 ,0.045896 ,0.140326 ,0.000000 ,0.141860 ,0.039179 ,0.030374 ,0.986893 ,0.000000 ,1.069523 ,1.117462 ,0.313289 ,0.845449 ,0.099301 ,0.944750 
CRC.SW.U1103.T,0.038528 ,0.000000 ,0.044749 ,0.021817 ,0.000000 ,0.170289 ,0.000000 ,0.023727 ,0.034786 ,0.000000 ,0.000000 ,0.004890 ,0.000139 ,0.104846 ,0.018008 ,0.145709 ,0.010987 ,0.013786 ,0.053546 ,0.000000 ,0.000000 ,0.003111 ,0.034000 ,0.183335 ,1.008982 ,0.688919 ,0.927524 ,0.080615 ,0.514306 ,0.358997 ,0.107772 ,0.534861 ,0.221611 ,0.344300 ,0.118939 ,0.125544 ,0.126105 ,0.384363 ,0.387861 ,0.035281 ,1.426039 ,0.296242 ,0.119508 ,0.156480 ,0.000000 ,0.292602 ,0.322438 ,0.060364 ,0.201413 ,0.000000 ,0.908427 ,0.000000 ,0.008725 ,1.141565 ,1.410145 ,0.062416 ,0.326573 ,0.418296 ,0.279783 ,0.189069 ,0.230752 ,0.047609 ,0.040943 ,0.000000 ,0.007302 ,0.367139 ,0.211593 ,0.000000 ,0.014162 ,0.123319 ,0.013183 ,0.122802 ,0.023609 ,0.000000 ,0.000000 ,0.070234 ,0.033012 ,0.247596 ,0.746743 ,0.050231 ,0.000000 ,0.013317 ,0.000000 ,0.059946 ,0.025970 ,1.474119 ,0.000000 ,0.251148 ,0.191730 ,0.309596 ,1.534178 ,0.655740 ,2.189918 
CRC.SW.U1104.T,0.000000 ,0.000000 ,0.095257 ,0.018716 ,0.000000 ,0.104175 ,0.009827 ,0.000000 ,0.021725 ,0.000000 ,0.015089 ,0.000000 ,0.000000 ,0.048769 ,0.005030 ,0.064604 ,0.000000 ,0.003032 ,0.000000 ,0.025738 ,0.000000 ,0.002273 ,0.006000 ,0.350609 ,0.939957 ,0.414234 ,0.000000 ,0.000000 ,0.000000 ,0.000464 ,0.362529 ,0.040350 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.126887 ,0.195630 ,0.067058 ,0.000000 ,0.212152 ,0.000000 ,0.000000 ,0.746246 ,0.000000 ,0.053591 ,0.091342 ,0.000000 ,0.140777 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.716531 ,1.453012 ,0.054127 ,0.053821 ,0.000000 ,0.000000 ,0.040469 ,0.038115 ,0.000000 ,0.072136 ,0.000000 ,0.007812 ,0.069522 ,0.000000 ,0.000000 ,0.026223 ,0.000000 ,0.075388 ,0.000000 ,0.044088 ,0.000000 ,0.000000 ,0.170196 ,0.109701 ,0.057329 ,0.000000 ,0.202156 ,0.000000 ,0.084834 ,0.151546 ,0.096955 ,0.002986 ,2.293746 ,0.000000 ,1.402772 ,0.444336 ,0.000000 ,0.191867 ,0.045671 ,0.237538 
CRC.SW.U1107.T,0.031523 ,0.000000 ,0.098574 ,0.014184 ,0.000000 ,0.155257 ,0.017341 ,0.000000 ,0.000000 ,0.000000 ,0.029797 ,0.000000 ,0.000000 ,0.116697 ,0.011145 ,0.065740 ,0.000000 ,0.008500 ,0.000000 ,0.043221 ,0.000000 ,0.008213 ,0.008000 ,0.317672 ,0.954092 ,0.600191 ,0.000000 ,0.116707 ,0.465865 ,0.128998 ,0.221270 ,0.461786 ,0.000000 ,0.170330 ,0.047452 ,0.284893 ,0.164965 ,0.002975 ,0.004142 ,0.000000 ,1.109521 ,0.378889 ,0.061584 ,0.347672 ,0.000000 ,0.205330 ,0.497682 ,0.134894 ,0.000000 ,0.022582 ,1.163578 ,0.106092 ,0.014148 ,1.675957 ,2.285112 ,0.001490 ,0.552151 ,0.036828 ,0.041792 ,0.007125 ,0.057573 ,0.094657 ,0.050170 ,0.000000 ,0.209750 ,0.269946 ,0.000000 ,0.000000 ,0.170135 ,0.154879 ,0.100783 ,0.000000 ,0.092583 ,0.075592 ,0.000000 ,0.437979 ,0.267524 ,0.062885 ,1.004634 ,0.264305 ,0.000000 ,0.344817 ,0.000000 ,0.019204 ,0.147994 ,0.886770 ,0.000000 ,0.566501 ,1.024369 ,0.233379 ,0.541680 ,0.888983 ,1.430663 
